,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,HV1,HV2,KV1,KV2,AV1,Vfdt1,Vfdt2,HR1,HR2,HR3,THR1,THR2,HR4,HR5,HR6,THR4,THR5,HR7,HR8,HR9,THR7,THR8,H1,H2,H3,H4,H5,H6,H7,TH2,TH3,TH5,TH6,H8,H9,H10,H11,H12,H13,H14,TH9,TH10,TH12,TH13,H15,H16,H17,THR15,THR16,K1,K2,K3,K4,K5,K6,K7,TK2,TK3,TK5,TK6,K8,K9,K10,TK8,TK9,K11,K12,K13,TK11,TK12,A1,A2,A3,A4,A5,A6,A7,TA2,TA3,TA5,TA6,A8,A9,A10,TA8,TA9,F4,F5,HM1,HM2,THM1,THM2,HM3,HM4,THM3,THM4,HM5,HM6,THM5,THM6,KM1,KM2,TKM1,TKM2,KM3,KM4,TKM3,TKM4,KM5,KM6,TKM5,TKM6,AM1,AM2,TAM1,TAM2,AM3,AM4,TAM3,TAM4,AM5,AM6,TAM5,TAM6
M_DR_L315M3NAAA,64.211796,35.788204,1.040623,65.038958,1.108333,54.140001,0.939135,58.695948,0.592143,37.008958,0.555000,108.113958,0.426667,0.150000,-76.371282,82.786488,96.282220,-117.253473,-39.712662,19.668723,-1.918851,24.549333,14.533000,10.016333,61.315143,49.775087,6.617667,-6.978667,13.596333,22.114862,65.395386,14.051667,2.696333,11.355333,43.152577,41.277224,57.375000,58.071333,21.503000,31.033000,59.559000,31.033000,38.248000,6.321347,52.183127,92.774538,64.211796,-6.581667,4.258333,-9.612333,-7.791000,-1.586333,-10.841667,15.615667,20.002916,39.849181,83.755318,69.768435,6.305000,-12.265667,18.570667,82.708289,53.120097,42.038000,73.545667,40.360667,74.044000,77.565333,41.553000,38.178333,63.760630,21.972774,72.489833,100.000000,9.630667,-6.293000,15.923667,75.264452,18.048724,12.066000,-0.777667,12.843667,15.221343,75.473057,21.418667,24.290667,6.063667,15.927000,25.437333,12.718667,19.817667,31.834513,6.468540,96.847288,87.526427,23.228000,-22.401667,45.629667,37.518769,87.524370,66.266667,-85.103333,1.399000,-0.453667,7.220099,62.403732,1.039000,-0.455667,19.250017,34.550181,0.291333,-0.138667,18.951057,66.973670,1.044333,-0.394000,17.448748,34.974884,0.587667,-0.256000,19.247336,34.403429,0.134667,-0.079000,21.500488,48.276267,1.513000,-0.028333,49.773746,31.182675,0.573000,-0.017333,17.600955,62.858296,0.063000,-0.568667,57.578616,18.951773
M_DR_L324M1NAAA,68.228239,31.771761,1.222863,69.493833,1.170000,51.320902,1.045678,59.425039,0.650270,36.954336,0.536667,111.829523,0.450000,0.220000,-104.749178,116.330400,251.803131,-161.762141,-80.720900,25.104386,66.361350,24.369667,14.564333,9.805333,24.831723,86.649165,4.703667,-3.435667,8.139333,30.993019,72.184408,13.851667,0.846667,13.005000,24.554619,77.916597,51.444000,54.581000,2.523667,21.195000,49.585333,21.195000,52.057333,8.240417,55.381829,96.652720,68.228239,-6.054667,5.254000,-8.454000,-6.225000,0.021667,-7.104667,13.708000,54.035095,4.698082,88.565759,70.507252,-22.120000,-40.972000,18.852000,85.887338,10.190067,14.297667,56.549667,4.542000,57.981333,65.513333,9.809333,60.971333,67.800564,44.105440,73.204089,96.858133,-4.463667,-25.512000,21.048333,43.923751,75.036899,11.905333,-6.758667,18.664000,66.267225,74.424762,12.192667,13.901000,-7.344667,-1.889000,17.617000,-1.889000,24.961667,50.248567,6.990935,94.434488,68.228239,32.471667,-12.944667,45.416333,85.022139,71.361428,132.050000,-119.050000,0.816667,-0.744000,6.424377,53.835464,0.956333,-0.212667,17.165956,77.043970,0.191000,-0.077000,13.810618,83.320121,0.724000,-0.290333,12.403137,97.572839,0.269667,-0.140333,44.159301,45.350666,0.071000,-0.010667,56.681622,1.710697,1.038000,-0.271000,48.405906,6.415113,0.254333,-0.027667,55.208818,50.208700,0.065333,-0.384667,1.998901,55.159534
M_DR_L351M1NAAA,77.850972,22.149028,0.515593,28.965918,0.965000,62.271242,0.537361,30.188840,0.280260,15.744944,0.491667,122.204469,0.278333,0.281667,-27.456826,36.215210,106.881760,-153.146489,-77.075903,4.747122,58.311082,28.829333,26.822667,2.006667,14.000448,72.556135,1.371000,-1.149000,2.520000,39.176710,52.128847,4.931667,-0.476333,5.408000,35.411384,51.279249,48.437333,48.545667,33.901667,46.435667,49.557333,45.956000,15.656333,3.974662,56.943362,93.604654,85.865544,0.136667,2.895667,-0.922333,-0.583667,1.886333,-1.433000,4.697000,40.896359,51.007259,98.575429,83.424952,27.125333,7.276667,19.848667,37.878661,35.773758,37.753667,58.410000,24.358000,58.420000,58.447667,25.362667,34.928000,77.166208,8.953969,78.204062,100.000000,15.460333,1.039667,14.420667,81.156889,54.781201,-26.869667,-40.339000,13.469333,46.021511,38.291226,1.242000,13.473000,-11.582667,-9.300667,3.963333,-9.473667,25.055667,42.796024,74.898145,97.869250,79.841022,23.391667,-2.592667,25.984333,83.162372,82.812545,65.666667,-89.430000,0.628000,-0.191333,17.085610,52.338518,0.525000,-0.155000,22.437999,32.660782,0.075667,-0.058000,39.560039,63.079725,0.256333,-0.209333,17.531176,66.484517,0.119333,-0.078000,44.763906,62.908785,0.013333,-0.013667,27.812807,6.663864,0.677333,-0.008000,30.561861,57.817010,0.215333,-0.013000,38.203727,2.367942,0.007333,-0.199667,6.492924,38.237355
M_DR_L356M1NAAA,62.326432,37.673568,0.813400,68.951776,0.991667,61.098931,0.827691,70.165716,0.415490,35.220796,0.523333,116.078599,0.331667,0.138333,-104.335938,75.613415,160.891880,-189.694870,-84.915396,-2.439577,72.080878,33.840000,27.423667,6.416333,14.200299,15.872063,12.088000,-2.027667,14.115667,20.478317,42.793623,4.718333,-7.522667,12.241000,29.312075,79.052865,60.463000,60.900000,15.264333,25.657667,58.690000,25.657667,45.955667,1.523810,51.845867,89.486205,62.326432,-0.954667,12.304333,-4.952333,-5.334667,0.658333,-6.939333,19.243667,16.143571,61.817274,82.753521,65.821514,-10.767667,-23.554333,12.786667,21.760349,33.904762,17.752000,46.121333,10.658667,48.231000,64.160333,11.191000,54.091333,61.817274,45.836156,72.528348,98.534798,3.911000,-15.587667,19.498667,20.907310,66.298544,5.830333,-11.366333,17.196667,58.215700,83.056087,-13.224000,10.568333,-16.821667,-14.696000,2.420333,-16.329667,28.619333,33.210617,21.057771,84.563832,74.882486,31.413333,-96.780667,128.194000,54.669793,33.675740,23.266667,-42.896667,0.258000,-0.266333,0.190476,7.238095,0.177000,-0.202000,7.428571,5.523810,0.063667,-0.039667,7.428571,5.523810,0.141667,-0.176000,7.238095,0.190476,0.098333,-0.106000,7.428571,5.523810,0.004667,-0.015333,20.000000,7.619048,0.005667,-0.057333,0.190476,13.142857,0.034333,-0.038667,1.523810,6.476190,0.039000,-0.054333,5.142857,7.238095
M_DR_L357M1NAAA,69.840012,30.159988,1.109040,71.092308,1.246667,48.608317,0.899386,57.652951,0.670703,42.993803,0.660000,91.802903,0.391667,0.188333,-49.286861,55.776329,115.961320,-110.792701,-59.966311,29.468333,56.963587,28.420000,22.769667,5.650333,55.475352,57.337777,-2.325000,-11.195333,8.870333,34.619104,34.523810,13.071333,-11.941667,25.013000,32.611782,85.407864,43.722000,47.501667,4.791667,21.141333,49.388000,21.141333,44.831333,9.392606,55.097250,100.000000,69.840012,-7.123333,-2.267333,-12.095333,-8.334333,-1.505000,-9.033000,10.887333,32.912056,27.803907,89.235273,80.863095,16.647000,-6.230333,22.877333,59.698329,23.158535,-0.630667,37.279000,-0.650667,38.082667,42.112333,3.644000,42.763000,69.434943,17.957746,73.700537,97.260507,-0.050667,-9.072667,9.022000,58.297843,30.046948,4.140667,-14.484000,18.624667,33.937235,90.951263,10.047333,15.236000,-5.508333,-3.294000,16.553000,-3.294000,22.088667,42.868181,50.538229,95.468226,69.840012,37.006000,-5.124000,42.130000,67.441315,80.882797,46.736667,-83.746667,0.768333,-0.591333,7.018360,63.453638,0.973000,-0.324000,26.545244,92.659988,0.110667,-0.070333,15.955036,48.148055,0.428000,-0.336000,15.095015,66.454840,0.394667,-0.144000,26.300721,68.582607,0.078667,-0.026667,31.189917,59.137883,0.826000,-0.158667,49.052370,5.404790,0.159000,-0.031333,45.121982,53.663229,0.071333,-0.477667,4.072211,45.691790
M_IZ_L003M2NAAA,68.795489,31.204511,1.181880,67.536000,1.260000,47.657330,0.938888,53.650726,0.572787,32.730667,0.641667,93.621071,0.403333,0.215000,-48.271815,71.969630,164.462629,-135.513429,-73.660167,13.716472,41.247913,20.764000,13.278667,7.485333,69.743598,53.593594,2.382667,-7.397667,9.780333,30.139563,71.972645,-1.282667,-8.897667,7.615000,29.615933,52.918288,35.453333,35.816667,-2.926333,16.308000,35.683000,16.308000,39.081000,1.466915,54.627992,100.000000,68.795489,-1.514667,2.172667,-10.457333,-10.604000,-1.100667,-11.241333,13.414000,22.215969,68.398345,97.754875,72.094307,8.152000,-2.722333,10.874333,89.843072,32.536365,5.461667,44.686667,0.379667,46.038667,53.182667,1.766667,53.154000,68.398345,44.188614,73.285740,96.174336,7.719667,2.276000,5.443667,85.192034,14.816006,1.278000,-14.947333,16.225333,53.303641,89.617970,1.391000,11.295000,-9.020333,-7.326000,4.784333,-7.326000,20.315333,49.465115,46.324940,89.608858,68.795489,11.427000,-6.969667,18.396667,69.535647,73.156039,97.536667,-70.703333,0.739000,-0.593000,1.718279,63.058602,0.652000,-0.217333,30.986376,68.140014,0.090333,-0.085000,17.312495,56.745560,0.456000,-0.341000,13.486832,62.217148,0.424333,-0.124000,28.377335,74.460023,0.111333,-0.013667,48.297799,23.191412,1.284667,-0.140000,49.473154,4.619953,0.166333,-0.024667,53.526064,80.426301,0.031333,-0.248000,4.125264,49.926574
M_IZ_L003M3NAAA,71.671283,28.328717,1.130527,64.601524,1.273333,47.238708,0.891790,50.959419,0.551423,31.509905,0.661667,90.979780,0.400000,0.211667,-27.396635,64.146025,147.270329,-168.026389,-56.402838,9.918914,57.304133,23.038333,17.082667,5.955667,71.989679,34.748759,3.357333,-5.275000,8.632333,20.931152,74.168719,-1.514000,-7.727667,6.213667,35.385509,85.092298,40.394667,41.052667,2.244000,22.085667,40.681333,22.085667,39.065667,3.759365,55.695524,100.000000,71.671283,3.130667,6.006000,-7.080333,-7.153000,2.778667,-7.256333,13.262333,22.559933,71.277627,99.145299,72.893560,-5.069333,-15.747000,10.677667,25.305016,67.671929,6.399333,50.249333,3.174000,51.452000,57.418333,3.580667,54.976667,71.277627,44.032920,75.785206,97.014716,1.173667,-9.424667,10.598333,42.907046,80.128269,4.898667,-7.549000,12.447667,14.651036,87.632874,6.782000,14.876333,-7.919333,-3.481667,10.439333,-3.481667,22.795667,50.875079,67.884732,96.323255,71.671283,19.408333,-12.072000,31.480333,55.708202,23.883933,86.983333,-68.313333,0.490000,-0.796000,64.968496,50.564043,0.793333,-0.252667,19.842716,64.259763,0.103333,-0.070000,11.869323,44.792877,0.468667,-0.238000,13.599869,78.917265,0.387000,-0.106667,19.694367,65.479828,0.095667,-0.013333,47.811217,6.636886,1.181333,-0.149333,50.020931,4.804661,0.187000,-0.114333,53.738263,27.918725,0.084000,-0.376667,22.306884,52.977754
M_IZ_L012M3NAAA,68.016885,31.983115,1.053627,62.344773,1.235000,48.602119,0.853709,50.515343,0.542363,32.092505,0.668333,89.796862,0.368333,0.198333,NaN,10.309558,30.288136,-154.041733,-16.280453,NaN,5.380983,22.068000,13.357000,8.711000,69.906702,14.452243,2.181667,-5.502333,7.684000,20.928529,68.283431,-1.327333,-15.882333,14.555000,32.407654,59.725934,37.210333,38.927333,10.586333,28.377667,44.259000,28.377667,33.672667,6.361810,54.249485,88.935971,68.016885,5.205667,6.166667,-1.860667,-1.980333,6.171667,-2.709667,9.188333,14.626308,66.802151,100.000000,71.793796,18.089000,1.779667,16.309333,63.031322,16.062553,8.210667,55.090667,8.188333,55.838000,59.645667,5.525333,54.120333,67.611867,0.138313,72.600312,98.923260,6.283000,-0.525667,6.808667,83.944167,71.941869,-11.369000,-33.816000,22.447000,15.660895,82.057391,-6.661000,18.676000,-8.997667,-4.186667,6.098667,-8.923667,28.572333,48.704430,4.188489,74.635480,99.466590,14.493000,-37.061667,51.554667,88.939331,41.984799,43.783333,-36.573333,0.599333,-0.356667,15.799049,57.453715,0.717667,-0.223000,22.838026,66.120136,0.148333,-0.057000,19.039190,79.897190,0.632000,-0.292000,17.412400,99.598342,0.232000,-0.104000,22.284776,62.558160,0.026667,-0.019000,41.535944,13.645727,1.113667,-0.103333,51.414361,3.108548,0.172333,-0.131000,53.837907,15.799049,0.655000,-0.142333,47.634250,55.062880
M_IZ_L018M2NAAA,66.158332,33.841668,1.144547,62.887179,1.225000,49.359251,0.945358,51.942732,0.538723,29.600183,0.595000,101.882662,0.430000,0.200000,-78.447459,113.504181,168.060601,-174.659932,-146.037990,24.650673,31.512132,9.269000,-2.514333,11.783333,12.404050,48.051413,2.384667,-2.129667,4.514333,18.317649,82.344861,4.651000,-4.742000,9.393000,14.930218,81.481286,27.710667,27.805000,-18.542667,-2.321667,30.956667,-2.321667,49.499333,0.442478,55.901407,87.646293,66.158332,1.125333,5.943000,-1.264000,-1.267667,1.745000,-2.372667,8.315667,30.769235,45.718393,91.213102,72.212832,2.145667,-16.083333,18.229000,89.552340,16.962895,5.772000,33.961000,0.321333,35.434000,57.265667,3.563000,56.944333,65.747005,25.234014,76.508843,96.762823,-4.075000,-10.022333,5.947333,82.313403,60.676413,-10.958333,-27.054000,16.095667,76.155386,96.838551,7.993333,12.521667,-14.994667,-14.393333,11.623000,-14.393333,27.521333,47.702053,64.968928,88.437796,66.158332,21.428667,-11.488333,32.917000,87.248392,74.657704,152.490000,-73.843333,0.494000,-0.866667,37.404633,50.062068,0.925667,-0.213667,27.969838,96.427223,0.058000,-0.048667,36.266149,67.718087,0.279667,-0.296333,28.568300,72.237052,0.289667,-0.125667,43.992728,6.218915,0.031667,-0.014333,41.817334,45.118523,1.354333,-0.272667,51.189170,4.623082,0.394333,-0.016667,51.600497,86.716292,0.039333,-0.297000,9.125392,52.821185
M_IZ_L031M3NAAA,67.723138,32.276862,1.097733,69.476793,1.146667,52.336464,0.957235,60.584523,0.538687,34.094093,0.553333,108.435708,0.363333,0.230000,-84.154538,68.222663,149.111112,-217.078545,-83.763974,1.590823,29.342872,23.238333,17.920000,5.318333,38.898136,67.938988,7.426333,-2.863667,10.290000,22.387925,77.288148,7.678000,-6.429333,14.107333,40.686695,87.493728,39.857000,41.071000,1.954667,15.697333,43.412000,15.697333,41.472333,3.782173,55.220930,88.347522,67.723138,1.385000,4.275333,-7.052000,-7.217000,1.371000,-7.972000,12.247333,22.251304,67.287001,94.919409,70.053327,16.230000,-9.714667,25.944667,91.547428,67.729579,0.400000,47.116333,0.245333,48.924000,63.971667,-1.103667,65.075333,67.287001,14.057971,74.995252,98.253585,12.893333,4.823667,8.069667,65.031024,68.606940,-7.957333,-37.752333,29.795000,73.099846,33.333333,2.219000,10.049333,-17.025333,-15.457667,9.066667,-15.457667,27.641000,37.914287,65.692466,94.340542,67.723138,13.547667,-27.885000,41.432667,85.172690,30.383529,99.490000,-45.730000,0.619000,-0.384333,12.661013,52.607839,0.897333,-0.261333,24.547753,97.379445,0.112333,-0.102667,18.446075,48.233073,0.354667,-0.221667,18.241131,96.510902,0.698667,-0.101333,49.413683,64.683571,0.202333,-0.015000,50.291044,7.262964,1.206667,-0.133667,51.596235,5.523501,0.283000,-0.093000,53.611647,20.078055,0.275667,-0.280000,41.748295,55.075159
M_IZ_L035M2NAAA,68.878520,31.121480,0.926127,58.988960,1.211667,49.701311,0.769210,48.994258,0.465717,29.663482,0.593333,101.553166,0.363333,0.255000,-87.812922,56.060382,56.145931,-92.471112,-24.231058,-5.545585,4.713205,23.015333,8.448333,14.567000,23.798559,35.430688,12.824333,-1.697667,14.522000,59.857034,22.677929,6.449667,-11.817667,18.267333,70.370370,19.444444,41.122333,41.705000,3.752333,15.280333,41.804333,15.280333,38.457333,4.884769,54.099879,98.417404,68.878520,-1.218000,3.037667,-8.714000,-3.134333,-3.066333,-12.744667,15.952333,40.997011,36.832711,79.418704,87.138437,-10.217667,-29.713000,19.495333,75.447554,40.663673,31.869667,44.001667,16.966667,43.906333,52.775667,34.602000,35.809000,49.245123,38.750368,83.957984,100.000000,5.952333,-14.204667,20.157000,58.683542,79.630054,16.821667,2.888667,13.933000,57.148410,57.253682,0.877333,14.980333,-7.052333,-3.124000,4.478000,-3.604667,22.032667,39.785028,64.059062,95.708597,74.939126,48.689667,-51.584000,100.273667,68.927454,13.664723,61.696667,-91.193333,0.603000,-0.510000,4.045774,59.856511,0.657333,-0.342000,17.358663,68.684240,0.130333,-0.090667,10.388014,58.724408,0.784333,-0.334667,10.204290,33.897138,0.393667,-0.147667,29.082852,4.291403,0.100667,-0.054000,53.853204,9.092986,0.822333,-0.033000,40.914729,44.916260,0.274333,-0.160000,48.482757,14.418611,0.439000,-0.501000,19.404257,50.203380
M_IZ_L043M2NAAA,69.486596,30.513404,1.026027,61.073016,1.423333,42.239528,0.723313,43.054327,0.486443,28.954960,0.636667,94.530414,0.506667,0.280000,-61.687908,93.048755,162.464291,-121.901889,-104.237392,22.459213,74.833838,13.424000,1.956333,11.467667,18.886576,48.606622,0.712667,-3.427667,4.140333,60.534953,30.239724,15.760000,3.678000,12.082000,26.807416,87.350787,31.840000,31.968333,-6.596333,14.161000,34.026333,14.161000,40.622667,2.060606,54.273040,88.219235,69.486596,-6.748000,3.954333,-7.547667,-2.555333,-2.455000,-8.938667,13.276667,58.950873,4.487462,78.423795,83.878023,1.837333,-12.521667,14.359000,9.965462,82.818934,16.424333,53.102333,9.823333,54.182000,59.959667,15.757333,50.136333,69.134600,37.619653,73.457363,95.820412,1.928333,-4.612333,6.540667,82.465451,61.709519,4.928333,-6.256667,11.185000,68.400057,0.582341,12.185333,20.194333,-4.131333,-2.724000,15.681333,-2.724000,24.325667,52.193985,48.639829,89.088609,69.486596,-1.642333,-18.360333,16.718000,84.028885,66.416024,72.670000,-35.273333,0.783667,-0.691000,6.437839,55.350113,0.892000,-0.352333,51.325098,2.100336,0.065000,-0.076333,19.478800,2.693878,0.384000,-0.212000,10.768703,31.800158,0.369333,-0.172000,48.442653,2.221109,0.115333,-0.008667,54.217035,28.722020,1.284333,-0.155000,54.106585,6.192315,0.241000,-0.101000,56.538710,22.595986,0.193000,-0.048333,47.739248,4.430139
M_IZ_L043M3NAAA,67.075819,32.924181,1.150933,68.102564,1.311667,45.837375,0.878836,52.002144,0.534097,31.603353,0.605000,99.908659,0.451667,0.255000,-74.814098,94.818256,181.951784,-134.938915,-104.422095,36.148171,53.449525,22.368667,9.055667,13.313000,22.570492,48.494793,2.410000,-3.762000,6.172000,37.727262,38.458829,8.020000,-1.666000,9.686000,36.928377,46.039915,39.177333,39.318333,-0.744000,16.029333,40.224333,16.029333,41.713667,2.921647,54.421256,93.209610,67.075819,-3.414333,5.040333,-5.244000,-0.271333,0.262000,-4.963667,11.317000,50.565866,6.087645,77.567187,81.047828,5.993000,-11.666333,17.659333,52.969284,85.797970,13.563000,53.591333,4.882333,54.529667,59.902000,8.775000,55.019667,66.693841,33.377301,71.653356,98.060353,3.037000,-2.557667,5.594667,80.302913,64.871637,-3.297667,-14.932333,11.634667,76.954865,60.266328,14.361333,22.534667,-1.417333,3.079333,19.067000,3.079333,23.952000,51.670093,27.689583,94.320539,67.075819,20.694333,-34.604000,55.298333,83.550613,3.955684,99.603333,-39.046667,0.936333,-0.970333,19.660321,67.118479,1.086667,-0.248000,51.636310,91.241287,0.050000,-0.067000,49.074692,66.418522,0.328667,-0.357333,51.359956,46.243953,0.423667,-0.140000,40.394883,32.380741,0.130000,-0.009333,54.113044,62.317811,1.600667,-0.103000,53.975289,7.138110,0.271667,-0.108000,56.240502,16.711554,0.608000,-0.311667,50.500603,57.389537
M_IZ_L046M3NAAA,67.145486,32.854514,1.342750,76.728571,1.308333,45.873449,1.026671,58.666892,0.633910,36.223429,0.615000,97.616282,0.476667,0.216667,-44.084055,53.573681,101.527107,-128.822756,-56.111987,13.583218,14.429836,29.009667,20.742333,8.267333,34.922220,96.923894,3.494000,-6.137333,9.631333,70.783006,44.734360,9.879000,-7.093333,16.972333,22.926346,69.826202,50.195667,54.157333,10.955667,24.738000,47.100667,24.738000,43.201667,7.274025,55.804350,88.427652,67.145486,-6.746333,-0.060333,-9.443333,-0.874667,0.937000,-3.917333,10.380333,60.526683,6.501121,71.082388,84.176104,-10.900000,-35.266667,24.366667,61.807584,96.316951,15.893333,51.849000,14.302667,52.881333,59.032000,8.824667,50.207333,66.763207,13.235841,73.410030,98.598111,0.308333,-11.910333,12.218667,48.851366,72.012907,0.247000,-15.682000,15.929000,85.642946,76.185202,0.659667,13.066333,-7.512000,-2.795000,3.402333,-5.315667,20.578333,49.182566,23.795436,74.715110,86.837757,13.595000,-28.278333,41.873333,93.368641,69.428429,109.670000,-56.166667,1.125333,-0.613000,2.678334,53.139128,0.787333,-0.504000,18.363090,61.411305,0.165000,-0.061000,14.552845,62.175862,0.821333,-0.335000,13.692633,34.484949,0.252667,-0.178667,18.620525,60.766227,0.059667,-0.023333,51.320991,60.251357,1.423000,-0.184333,51.600483,6.132568,0.229333,-0.043000,51.451799,12.636656,0.119333,-0.045667,45.316279,65.060191
M_IZ_L076M1NAAA,64.856808,35.143192,0.811733,43.641577,1.570000,38.381436,0.519282,27.918362,0.387523,20.834588,0.768333,79.066251,0.538333,0.263333,-18.071742,38.484409,64.486970,-46.454611,-45.494059,17.738067,11.602189,16.613667,11.632667,4.981000,58.373428,50.668420,0.562333,-2.367333,2.929667,53.383572,18.646292,14.736000,3.447000,11.289000,32.199697,80.491595,32.504000,32.539000,8.942667,15.435667,36.043000,15.435667,27.100333,2.004219,58.476390,92.858464,64.856808,-13.828000,-3.783000,-14.065000,-8.869000,-8.583000,-12.241333,10.282000,53.638322,1.793249,78.933226,87.575213,-14.980667,-28.218333,13.237667,79.357499,10.983702,17.316333,35.571000,16.022333,36.028000,40.348333,19.053000,24.326000,64.536962,7.692308,71.179680,100.000000,-0.596333,-4.466333,3.870000,66.080178,10.983702,2.124000,-7.442667,9.566667,11.180940,75.106950,6.366333,17.725000,-0.397333,7.401000,11.405000,6.401667,18.122333,52.767063,7.240701,87.119350,78.517639,6.108000,-5.196667,11.304667,20.782056,42.619094,60.616667,-45.420000,1.257333,-0.417333,1.725309,74.636341,0.966000,-0.411667,31.092847,41.412663,0.148667,-0.092000,27.297676,1.187628,0.729667,-0.256000,24.582203,1.823929,0.406667,-0.246000,31.933166,42.107107,0.065333,-0.036000,48.179175,58.503767,0.890667,-0.288667,53.399974,5.431943,0.233667,-0.010000,48.591406,26.445767,0.040333,-0.022667,57.380603,45.956113
